Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_Category,Price_per_kg,Warranty_Price_EUR,Slogan,Total_Cost_EUR
acer,Aspire 3,Notebook,15.6,6,windows 10,2.1,409.0,Standard,1366,768,No,No,No,AMD,3.0,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5,Budget,194.7619047619048,55.0,Explore Beyond Limits,464.0
msi,GL72M 7RDX,Gaming,17.3,8,windows 10,2.7,1191.8,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,441.4074074074073,,,1191.8
hp,Probook 640,Notebook,14.0,8,windows 7,1.95,1195.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,612.8205128205128,150.0,Innovation at its Best,1345.0
hp,EliteBook 850,Notebook,15.6,8,windows 10,1.84,1228.99,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Premium,667.9293478260869,150.0,Innovation at its Best,1378.99
hp,EliteBook 820,Ultrabook,12.5,8,windows 10,1.26,1349.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Premium,1070.6349206349207,150.0,Innovation at its Best,1499.0
hp,ProBook 450,Notebook,15.6,4,windows 10,2.04,742.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,Mid-Range,363.7254901960784,150.0,Innovation at its Best,892.0
toshiba,Tecra Z40-C-136,Ultrabook,14.0,8,windows 10,1.47,1725.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1173.4693877551022,,,1725.0
dell,Latitude E5570,Notebook,15.6,8,windows 7,2.09,1062.95,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,Premium,508.5885167464115,50.0,Powerful and Reliable,1112.95
hp,ProBook 440,Notebook,14.0,8,windows 10,1.64,1010.51,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,616.1646341463415,150.0,Innovation at its Best,1160.51
lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4,windows 10,1.8,847.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Mid-Range,470.55555555555554,60.0,Think Different,907.0
vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,2,windows 10,1.45,210.8,Standard,1366,768,No,No,No,Intel,1.44,Atom X5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics 400,Budget,145.3793103448276,,,210.8
toshiba,Tecra A50-C-218,Notebook,15.6,16,windows 10,2.4,1425.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Nvidia,GeForce 930M,Premium,593.75,,,1425.0
lenovo,Thinkpad L560,Notebook,15.6,8,windows 10,2.3,1049.6,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,456.3478260869565,60.0,Think Different,1109.6
hp,EliteBook 840,Notebook,14.0,4,windows 10,1.54,1000.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,Mid-Range,649.3506493506493,150.0,Innovation at its Best,1150.0
hp,EliteBook 850,Notebook,15.6,8,windows 10,1.84,2103.34,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,500,SSD,HDD,Intel,HD Graphics 520,Ultra-Premium,1143.1195652173913,150.0,Innovation at its Best,2253.34
hp,EliteBook 1040,Notebook,14.0,8,windows 7,1.43,1469.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,1027.2727272727273,150.0,Innovation at its Best,1619.0
msi,GT72S Dominator,Gaming,17.3,16,windows 10,3.78,1545.64,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 980M,Ultra-Premium,408.8994708994709,,,1545.64
lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16,windows 10,4.6,2289.99,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 980M,Ultra-Premium,497.8239130434782,60.0,Think Different,2349.99
asus,Chromebook C202SA,Netbook,11.6,4,chrome os,1.2,287.9,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400,Budget,239.91666666666663,45.0,Inspiring Innovation,332.9
lenovo,ThinkPad X1,Notebook,14.0,16,windows 7,1.1,2620.0,Standard,2560,1440,No,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,2381.818181818181,60.0,Think Different,2680.0
hp,Noteb Pav,Notebook,15.6,8,windows 10,1.91,979.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 940MX,Mid-Range,512.565445026178,150.0,Innovation at its Best,1129.0
dell,Inspiron 5578,2 in 1 Convertible,15.6,8,windows 10,2.3,1094.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,475.6521739130435,50.0,Powerful and Reliable,1144.0
hp,ProBook 450,Notebook,15.6,4,windows 10,2.04,979.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,479.9019607843137,150.0,Innovation at its Best,1129.0
dell,XPS 13,Ultrabook,13.3,16,windows 10,1.2,2254.0,Quad HD+,3200,1800,Yes,No,No,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1878.3333333333333,50.0,Powerful and Reliable,2304.0
hp,ProBook 650,Notebook,15.6,4,windows 10,2.31,705.15,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,Mid-Range,305.2597402597402,150.0,Innovation at its Best,855.15
hp,250 G5,Notebook,15.6,4,no os,1.96,499.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,Budget,254.59183673469389,150.0,Innovation at its Best,649.0
acer,Aspire ES1-523,Notebook,15.6,8,windows 10,2.4,449.0,Standard,1366,768,No,No,No,AMD,2.2,A8-Series 7410,1024,0,HDD,No,AMD,Radeon R5,Budget,187.08333333333331,55.0,Explore Beyond Limits,504.0
dell,Inspiron 7378,2 in 1 Convertible,13.3,12,windows 10,1.6,1299.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,811.875,50.0,Powerful and Reliable,1349.0
msi,GT62VR 6RD,Gaming,15.6,16,windows 10,2.94,1819.0,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,618.7074829931973,,,1819.0
hp,ProBook 450,Notebook,15.6,8,windows 10,2.04,1070.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,524.5098039215686,150.0,Innovation at its Best,1220.0
asus,Rog G752VL-GC088D,Gaming,17.3,16,no os,4.0,998.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 965M,Mid-Range,249.5,45.0,Inspiring Innovation,1043.0
dell,Inspiron 3567,Notebook,15.6,4,windows 10,2.25,559.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics,Mid-Range,248.44444444444449,50.0,Powerful and Reliable,609.0
dell,Inspiron 5567,Notebook,15.6,16,windows 10,2.32,989.99,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,2048,0,HDD,No,AMD,Radeon R7 M445,Mid-Range,426.7198275862069,50.0,Powerful and Reliable,1039.99
msi,GS63VR 6RF,Gaming,15.6,16,windows 10,1.8,1929.0,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,1071.6666666666667,,,1929.0
dell,XPS 13,Ultrabook,13.3,8,windows 10,1.29,1458.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,1130.2325581395348,50.0,Powerful and Reliable,1508.0
asus,ROG G701VO,Gaming,17.3,64,windows 10,3.58,3975.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,1024,0,SSD,No,Nvidia,GeForce GTX 980 ,Ultra-Premium,1110.3351955307262,45.0,Inspiring Innovation,4020.0
dell,Inspiron 5368,2 in 1 Convertible,13.3,8,windows 10,1.62,798.01,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Mid-Range,492.59876543209873,50.0,Powerful and Reliable,848.01
dell,Alienware 15,Gaming,15.6,16,windows 10,3.21,1329.0,4K Ultra HD,3840,2160,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 970M,Premium,414.018691588785,50.0,Powerful and Reliable,1379.0
apple,"MacBook 12""",Ultrabook,12.0,8,mac os x,0.92,1300.0,Standard,2304,1440,No,Yes,Yes,Intel,1.1,Core M,256,0,Flash Storage,No,Intel,HD Graphics 515,Premium,1413.0434782608695,,,1300.0
dell,Latitude 3570,Notebook,15.6,4,windows 10,2.06,481.98,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,Budget,233.97087378640776,50.0,Powerful and Reliable,531.98
hp,ProBook 650,Notebook,15.6,4,windows 10,2.31,1199.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,Premium,519.047619047619,150.0,Innovation at its Best,1349.0
hp,EliteBook 820,Ultrabook,12.5,8,windows 7,1.26,1199.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,951.5873015873016,150.0,Innovation at its Best,1349.0
hp,ProBook 430,Notebook,13.3,8,windows 10,1.49,1090.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,731.5436241610738,150.0,Innovation at its Best,1240.0
lenovo,ThinkPad Yoga,Ultrabook,12.5,8,windows 10,1.3,1713.49,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1318.069230769231,60.0,Think Different,1773.49
lenovo,IdeaPad 300-17ISK,Notebook,17.3,8,windows 10,3.0,659.0,Standard,1600,900,No,No,No,Intel,2.3,Core i5 6200U,1024,0,HDD,No,AMD,Radeon R5 M330,Mid-Range,219.66666666666663,60.0,Think Different,719.0
lenovo,Ideapad 700-15ISK,Notebook,15.6,4,windows 10,2.3,977.0,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 950M,Mid-Range,424.7826086956522,60.0,Think Different,1037.0
msi,GT72VR Dominator,Gaming,17.3,16,windows 10,3.78,2499.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,661.1111111111112,,,2499.0
lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,4,windows 10,2.1,540.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,Mid-Range,257.1428571428571,60.0,Think Different,600.0
hp,Probook 650,Notebook,15.6,4,windows 7,2.31,940.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,Mid-Range,406.9264069264069,150.0,Innovation at its Best,1090.0
lenovo,Yoga 900S-12ISK,Ultrabook,12.5,8,windows 10,0.99,1399.0,Standard,2560,1440,Yes,Yes,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515,Premium,1413.1313131313132,60.0,Think Different,1459.0
lenovo,IdeaPad Y900-17ISK,Gaming,17.3,32,windows 10,4.6,3240.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,512,1024,SSD,Hybrid,Nvidia,GeForce GTX 980M,Ultra-Premium,704.3478260869566,60.0,Think Different,3300.0
lenovo,Yoga Book,2 in 1 Convertible,10.1,4,windows 10,0.69,646.27,Standard,1920,1200,Yes,Yes,No,Intel,1.44,Atom x5-Z8550,64,0,Flash Storage,No,Intel,HD Graphics 400,Mid-Range,936.6231884057972,60.0,Think Different,706.27
hp,Spectre x360,Ultrabook,13.3,16,windows 10,1.3,2049.0,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1576.1538461538462,150.0,Innovation at its Best,2199.0
dell,Vostro 3568,Notebook,15.6,8,windows 10,2.18,750.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,344.0366972477064,50.0,Powerful and Reliable,800.0
hp,EliteBook 840,Notebook,14.0,4,windows 7,1.54,1030.99,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,Premium,669.474025974026,150.0,Innovation at its Best,1180.99
hp,ZBook 15u,Workstation,15.6,8,windows 7,1.9,1495.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,AMD,FirePro W4190M,Premium,786.8421052631579,150.0,Innovation at its Best,1645.0
lenovo,ThinkPad T460,Notebook,14.0,8,windows 7,1.7,1199.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520,Premium,705.2941176470589,60.0,Think Different,1259.0
hp,Chromebook 13,Notebook,13.3,4,chrome os,1.29,615.0,Quad HD+,3200,1800,No,No,No,Intel,1.5,Pentium Dual Core 4405Y,32,0,Flash Storage,No,Intel,HD Graphics 515,Mid-Range,476.7441860465116,150.0,Innovation at its Best,765.0
acer,Aspire ES1-523,Notebook,15.6,4,windows 10,2.4,387.0,Standard,1366,768,No,No,No,AMD,2.2,A8-Series 7410,500,0,HDD,No,AMD,Radeon R5,Budget,161.25,55.0,Explore Beyond Limits,442.0
dell,Inspiron 3552,Notebook,15.6,4,linux,2.2,393.49,Standard,1366,768,No,No,No,Intel,1.6,Pentium Quad Core N3700,500,0,HDD,No,Intel,HD Graphics,Budget,178.8590909090909,50.0,Powerful and Reliable,443.49
hp,250 G6,Notebook,15.6,4,no os,1.86,345.99,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,Budget,186.01612903225805,150.0,Innovation at its Best,495.99
asus,Rog GL702VM-GC354T,Gaming,17.3,8,windows 10,2.7,1599.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,592.2222222222222,45.0,Inspiring Innovation,1644.0
dell,Inspiron 5370,Ultrabook,13.3,4,windows 10,1.4,818.35,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530,Mid-Range,584.5357142857143,50.0,Powerful and Reliable,868.35
hp,Elitebook 820,Netbook,12.5,4,windows 7,2.4,1599.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,666.25,150.0,Innovation at its Best,1749.0
acer,Aspire F5-573G,Notebook,15.6,8,windows 10,2.4,799.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,1024,SSD,HDD,Nvidia,GeForce GTX 950M,Mid-Range,332.9166666666667,55.0,Explore Beyond Limits,854.0
dell,Inspiron 5567,Notebook,15.6,8,windows 10,2.36,638.8,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445,Mid-Range,270.6779661016949,50.0,Powerful and Reliable,688.8
msi,GS70 Stealth,Gaming,17.3,8,windows 10,2.6,1599.0,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,0,SSD,No,Nvidia,GeForce GTX 965M,Ultra-Premium,615.0,,,1599.0
hp,250 G5,Notebook,15.6,4,windows 10,1.96,500.0,Standard,1366,768,No,No,No,Intel,1.6,Pentium Quad Core N3710,1024,0,HDD,No,Intel,HD Graphics 405,Budget,255.1020408163265,150.0,Innovation at its Best,650.0
asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,16,windows 10,4.3,2299.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 980M,Ultra-Premium,534.6511627906976,45.0,Inspiring Innovation,2344.0
dell,Latitude E5270,Ultrabook,12.5,4,windows 7,1.5,1135.15,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,Premium,756.7666666666668,50.0,Powerful and Reliable,1185.15
dell,Latitude E5270,Ultrabook,12.5,4,windows 7,1.5,1166.97,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,128,0,SSD,No,Intel,HD Graphics 520,Premium,777.98,50.0,Powerful and Reliable,1216.97
acer,Chromebook 15,Notebook,15.6,4,chrome os,2.2,209.0,Standard,1366,768,No,No,No,Intel,1.5,Celeron Dual Core 3205U,16,0,SSD,No,Intel,HD Graphics,Budget,95.0,55.0,Explore Beyond Limits,264.0
hp,ZBook 17,Workstation,17.3,8,windows 7,3.0,2899.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,AMD,FirePro W6150M,Ultra-Premium,966.3333333333334,150.0,Innovation at its Best,3049.0
lenovo,Legion Y520-15IKBN,Gaming,15.6,16,windows 10,2.4,1199.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,Premium,499.58333333333337,60.0,Think Different,1259.0
dell,Latitude E5270,Ultrabook,12.5,8,windows 7,1.5,1413.1,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,942.0666666666666,50.0,Powerful and Reliable,1463.1
msi,GE72 Apache,Gaming,17.3,8,windows 10,2.9,1511.19,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M,Ultra-Premium,521.1,,,1511.19
lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4,windows 10,2.1,867.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Mid-Range,412.8571428571428,60.0,Think Different,927.0
hp,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,4,windows 10,2.1,398.0,Full HD,1920,1080,No,No,No,AMD,2.5,A6-Series 9220,1024,0,HDD,No,AMD,Radeon R4,Budget,189.52380952380952,150.0,Innovation at its Best,548.0
asus,Rog GL552VW-CN470T,Gaming,15.6,16,windows 10,2.59,1339.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M,Premium,516.988416988417,45.0,Inspiring Innovation,1384.0
hp,EliteBook 1030,Notebook,13.3,8,windows 10,1.16,1699.0,Quad HD+,3200,1800,Yes,No,No,Intel,1.1,Core M 6Y54,256,0,SSD,No,Intel,HD Graphics 515,Ultra-Premium,1464.6551724137933,150.0,Innovation at its Best,1849.0
dell,Vostro 3559,Notebook,15.6,4,windows 7,2.24,769.15,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,AMD,Radeon R5 M315,Mid-Range,343.37053571428567,50.0,Powerful and Reliable,819.15
lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,4,windows 10,2.1,429.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,Budget,204.28571428571428,60.0,Think Different,489.0
hp,Spectre Pro,Ultrabook,13.3,8,windows 10,1.16,1969.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1697.4137931034484,150.0,Innovation at its Best,2119.0
lenovo,Yoga Book,2 in 1 Convertible,10.1,4,android,0.69,549.0,Standard,1920,1200,Yes,Yes,No,Intel,1.44,Atom x5-Z8550,64,0,Flash Storage,No,Intel,HD Graphics 400,Mid-Range,795.6521739130435,60.0,Think Different,609.0
dell,XPS 13,Ultrabook,13.3,8,windows 10,1.23,1379.0,Full HD,1920,1080,No,No,No,Intel,2.4,Core i7 7560U,256,0,SSD,No,Intel,Iris Plus Graphics 640,Premium,1121.138211382114,50.0,Powerful and Reliable,1429.0
lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16,windows 10,4.6,2749.99,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,256,1024,SSD,Hybrid,Nvidia,GeForce GTX 980M,Ultra-Premium,597.8239130434782,60.0,Think Different,2809.99
razer,Blade Stealth,Ultrabook,12.5,8,windows 10,1.25,1029.0,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Premium,823.2,,,1029.0
toshiba,Portege X30-D-10K,Ultrabook,13.3,16,windows 10,1.05,2226.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,2120.0,,,2226.0
asus,Rog GL752VW-T4308T,Gaming,17.3,8,windows 10,3.52,1312.49,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M,Premium,372.86647727272725,45.0,Inspiring Innovation,1357.49
vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,4,windows 10,1.35,196.0,Full HD,1920,1080,No,No,No,Intel,1.44,Atom X5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics 400,Budget,145.18518518518516,,,196.0
hp,Spectre Pro,Notebook,13.3,8,windows 10,1.16,1690.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1456.896551724138,150.0,Innovation at its Best,1840.0
hp,EliteBook 1040,Notebook,14.0,8,windows 7,1.43,1513.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1058.0419580419582,150.0,Innovation at its Best,1663.0
dell,Latitude E5570,Notebook,15.6,4,linux,2.09,523.63,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,Mid-Range,250.54066985645932,50.0,Powerful and Reliable,573.63
asus,VivoBook Max,Notebook,15.6,4,windows 10,2.0,435.0,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,Budget,217.5,45.0,Inspiring Innovation,480.0
lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,8,windows 10,1.8,1669.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,927.2222222222222,60.0,Think Different,1729.0
lenovo,Yoga Book,2 in 1 Convertible,10.1,4,windows 10,0.69,479.0,Standard,1920,1200,Yes,Yes,No,Intel,1.44,Atom x5-Z8550,64,0,Flash Storage,No,Intel,HD Graphics 400,Budget,694.2028985507247,60.0,Think Different,539.0
hp,EliteBook 820,Ultrabook,12.5,8,windows 7,1.26,1895.0,Standard,1366,768,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1503.968253968254,150.0,Innovation at its Best,2045.0
lenovo,Legion Y520-15IKBN,Gaming,15.6,8,no os,2.4,989.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Mid-Range,412.08333333333337,60.0,Think Different,1049.0
hp,Omen -,Gaming,17.3,8,windows 10,3.35,1129.0,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Premium,337.0149253731343,150.0,Innovation at its Best,1279.0
hp,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,8,windows 10,2.04,629.0,Standard,1366,768,No,No,No,Intel,2.7,Core i7 7500U,2048,0,HDD,No,Intel,HD Graphics 620,Mid-Range,308.3333333333333,150.0,Innovation at its Best,779.0
lenovo,ThinkPad P40,2 in 1 Convertible,14.0,8,windows 7,1.8,2050.38,Full HD,1920,1080,Yes,Yes,No,Intel,2.6,Core i7 6600U,512,0,SSD,No,Nvidia,Quadro M500M,Ultra-Premium,1139.1,60.0,Think Different,2110.38
asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,4,windows 10,1.5,278.0,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,Budget,185.33333333333331,45.0,Inspiring Innovation,323.0
hp,250 G6,Ultrabook,15.6,8,windows 10,1.84,752.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,408.695652173913,150.0,Innovation at its Best,902.0
acer,Aspire E5-576G,Notebook,15.6,4,windows 10,2.23,616.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 940MX,Mid-Range,276.23318385650225,55.0,Explore Beyond Limits,671.0
lenovo,IdeaPad 500-15ISK,Notebook,15.6,16,windows 10,2.5,1099.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,1024,0,Hybrid,No,AMD,Radeon R7 M360,Premium,439.6,60.0,Think Different,1159.0
hp,ZBook 17,Workstation,17.3,8,windows 7,3.0,3949.4,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,256,0,SSD,No,Nvidia,Quadro M3000M,Ultra-Premium,1316.4666666666667,150.0,Innovation at its Best,4099.4
dell,Inspiron 5567,Notebook,15.6,8,windows 10,2.5,784.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445,Mid-Range,313.6,50.0,Powerful and Reliable,834.0
