Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_Category,Price_per_kg
toshiba,Portege Z30-C-16Z,Notebook,13.3,8,windows 10,1.2,1535.0,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1279.1666666666667
lenovo,ThinkPad X270,Ultrabook,12.5,8,windows 10,1.36,1760.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1294.1176470588234
acer,Aspire F5-573G-510L,Notebook,15.6,12,windows 10,2.4,1009.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce GTX 950M,Premium,420.4166666666667
toshiba,Portege X20W-D-10V,Ultrabook,12.5,8,windows 10,1.1,1790.0,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1627.2727272727273
hp,ProBook 450,Notebook,15.6,8,windows 10,2.04,846.5,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 930MX,Mid-Range,414.95098039215685
dell,Inspiron 3567,Notebook,15.6,4,linux,2.25,465.62,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,Budget,206.94222222222223
dell,Latitude 5580,Notebook,15.6,4,windows 10,1.9,825.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,Mid-Range,434.2105263157895
hp,ProBook 450,Notebook,15.6,4,windows 10,2.04,685.0,Full HD,1920,1080,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,Mid-Range,335.78431372549016
dell,Alienware 17,Gaming,17.3,32,windows 10,4.42,3149.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,712.4434389140272
lenovo,IdeaPad 310-15IKB,Notebook,15.6,6,windows 10,2.4,695.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 920MX,Mid-Range,289.58333333333337
dell,XPS 13,2 in 1 Convertible,13.3,16,windows 10,1.22,1899.0,Quad HD+,3200,1800,Yes,No,No,Intel,1.3,Core i7 7Y75,512,0,SSD,No,Intel,HD Graphics 615,Ultra-Premium,1556.5573770491803
dell,Latitude E7470,Ultrabook,14.0,8,windows 10,1.5,1962.98,Standard,2560,1440,Yes,No,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1308.6533333333334
dell,Alienware 17,Gaming,17.3,32,windows 10,4.42,2800.0,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,633.4841628959276
toshiba,Tecra A40-C-1DF,Notebook,14.0,8,windows 10,1.95,1180.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,605.1282051282052
asus,Rog Strix,Gaming,17.3,16,windows 10,2.73,2049.9,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,750.8791208791209
hp,Probook 450,Notebook,15.6,8,windows 10,2.04,979.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce 930MX,Mid-Range,479.9019607843137
lenovo,ThinkPad T460,Notebook,14.0,4,windows 7,1.7,1002.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,508,0,Hybrid,No,Intel,HD Graphics 520,Premium,589.4117647058823
asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,16,windows 10,2.3,1799.0,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.7,Core i7 7500U,512,2048,SSD,HDD,Nvidia,GeForce GTX 950M,Ultra-Premium,782.1739130434784
hp,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,6,windows 10,2.04,579.0,Standard,1366,768,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620,Mid-Range,283.8235294117647
asus,Rog GL753VE-DS74,Gaming,17.3,16,windows 10,2.99,1749.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,Ultra-Premium,584.9498327759197
dell,Inspiron 7579,2 in 1 Convertible,15.6,12,windows 10,2.19,1299.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Premium,593.1506849315068
toshiba,Portege Z30-C-1CV,Notebook,13.3,4,windows 7,1.2,1195.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,Premium,995.8333333333334
lenovo,IdeaPad 320-15ABR,Notebook,15.6,6,windows 10,2.2,549.0,Full HD,1920,1080,No,No,No,AMD,3.6,A12-Series 9720P,256,0,SSD,No,AMD,Radeon 530,Mid-Range,249.54545454545453
fujitsu,LifeBook A556,Notebook,15.6,4,windows 10,2.3,649.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Mid-Range,282.1739130434783
toshiba,Tecra A40-C-1KF,Notebook,14.0,4,windows 10,1.75,915.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,Mid-Range,522.8571428571429
dell,Inspiron 3567,Notebook,15.6,4,windows 10,2.25,599.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,Radeon R5 M430,Mid-Range,266.22222222222223
hp,Probook 450,Notebook,15.6,8,windows 10,2.04,806.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,Mid-Range,395.09803921568624
lenovo,Legion Y520-15IKBN,Gaming,15.6,8,windows 10,2.5,1189.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Premium,475.6
dell,Inspiron 5567,Notebook,15.6,8,windows 10,2.36,749.0,Standard,1366,768,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,AMD,Radeon R7 M445,Mid-Range,317.37288135593224
dell,Latitude 5480,Notebook,14.0,8,windows 10,1.6,1119.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620 ,Premium,699.375
hp,EliteBook Folio,Netbook,12.5,8,windows 10,0.97,1908.0,Full HD,1920,1080,No,No,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515,Ultra-Premium,1967.0103092783506
hp,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,4,windows 10,2.1,499.0,Full HD,1920,1080,No,No,No,Intel,2.0,Core i3 6006U,128,1024,SSD,HDD,AMD,Radeon 520,Budget,237.61904761904762
lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,4,no os,1.9,270.62,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,128,0,SSD,No,Intel,HD Graphics 500,Budget,142.43157894736842
lenovo,ThinkPad T560,Notebook,15.6,8,windows 10,2.3,1349.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,586.5217391304349
dell,Inspiron 5378,2 in 1 Convertible,13.3,8,windows 10,1.68,889.0,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,529.1666666666667
asus,ZenBook UX310UA-FB485T,Notebook,13.3,8,windows 10,1.4,1150.0,Quad HD+,3200,1800,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,821.4285714285714
hp,Spectre 13-V111dx,Ultrabook,13.3,8,windows 10,1.11,1349.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,1215.3153153153153
acer,Aspire ES1-533,Notebook,15.6,4,windows 10,2.4,380.0,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,500,0,HDD,No,Intel,HD Graphics 505,Budget,158.33333333333334
asus,Rog GL553VE-DS74,Gaming,15.6,16,windows 10,2.5,1799.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,Ultra-Premium,719.6
hp,EliteBook 840,Ultrabook,14.0,8,windows 10,1.48,2089.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1411.4864864864865
acer,Nitro 5,Gaming,15.6,8,windows 10,2.7,1260.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,466.66666666666663
hp,ENVY -,Notebook,13.3,8,windows 10,1.34,1189.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,887.3134328358209
dell,Vostro 3568,Notebook,15.6,4,windows 10,2.18,547.0,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,Mid-Range,250.91743119266053
hp,Probook 440,Notebook,14.0,4,windows 10,1.64,779.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,Mid-Range,475.0
toshiba,Portege Z30-C-16H,Notebook,13.3,4,windows 10,1.2,1195.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,Premium,995.8333333333334
hp,EliteBook 840,Notebook,14.0,4,windows 10,1.48,1099.99,Standard,1366,768,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,Premium,743.2364864864865
hp,ProBook 640,Notebook,14.0,4,windows 10,1.95,1205.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,617.948717948718
hp,EliteBook 1040,Ultrabook,14.0,8,windows 7,1.43,1449.0,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,Premium,1013.2867132867133
hp,ProBook 440,Notebook,14.0,8,windows 10,1.64,1049.26,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX,Premium,639.7926829268293
hp,Probook 440,Notebook,14.0,4,windows 10,1.64,684.0,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,Mid-Range,417.07317073170736
dell,Inspiron 7567,Gaming,15.6,8,windows 10,2.65,949.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,Hybrid,No,Nvidia,GeForce GTX 1050,Mid-Range,358.11320754716985
hp,EliteBook 820,Ultrabook,12.5,4,windows 10,1.26,1539.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,Ultra-Premium,1221.4285714285713
hp,Elitebook 840,Notebook,14.0,4,windows 10,1.48,1590.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1074.3243243243244
hp,EliteBook 840,Ultrabook,14.0,8,windows 10,1.54,1887.21,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1225.4610389610389
hp,Probook 430,Notebook,13.3,4,windows 10,1.49,800.0,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,Mid-Range,536.9127516778524
toshiba,Portege A30-C-1CZ,Notebook,13.3,8,windows 10,1.5,1210.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,806.6666666666666
hp,ProBook 450,Notebook,15.6,4,windows 10,2.04,769.99,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,377.44607843137254
lenovo,ThinkPad P70,Notebook,17.3,16,windows 7,2.4,2968.0,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro 3000M,Ultra-Premium,1236.6666666666667
toshiba,Tecra Z40-C-12Z,Notebook,14.0,8,windows 10,1.47,1490.0,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,1013.6054421768707
hp,EliteBook 1040,Notebook,14.0,8,windows 10,1.43,2229.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1558.741258741259
dell,Inspiron 5568,2 in 1 Convertible,15.6,4,windows 10,2.08,795.99,Full HD,1920,1080,Yes,Yes,No,Intel,2.3,Core i3 6100U,1024,0,HDD,No,Intel,HD Graphics 520,Mid-Range,382.6875
toshiba,Portégé Z30-C-16K,Ultrabook,13.3,8,windows 10,1.2,1590.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1325.0
hp,Spectre 13-V100nv,Notebook,13.3,8,windows 10,1.11,1149.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,1035.135135135135
hp,ProBook 440,Notebook,14.0,8,windows 10,1.64,1185.43,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX,Premium,722.8231707317074
dell,Latitude E5570,Notebook,15.6,8,windows 10,2.09,1046.44,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,500,0,HDD,No,Intel,HD Graphics 520,Premium,500.6889952153111
hp,Elitebook 820,Ultrabook,12.5,4,windows 10,1.26,1559.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1237.3015873015872
hp,ProBook 650,Notebook,14.0,4,windows 10,2.31,1189.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,Premium,514.7186147186147
hp,ProBook 640,Notebook,14.0,4,windows 10,1.95,1060.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,Premium,543.5897435897436
dell,XPS 13,Ultrabook,13.3,8,windows 10,1.29,1624.0,Quad HD+,3200,1800,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1258.9147286821706
hp,Probook 470,Notebook,17.3,8,windows 10,2.63,1080.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX,Premium,410.64638783269965
hp,ProBook 440,Notebook,14.0,4,windows 10,1.64,973.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,593.2926829268293
acer,Aspire 3,Notebook,15.6,6,windows 10,2.1,409.0,Standard,1366,768,No,No,No,AMD,3.0,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5,Budget,194.76190476190476
msi,GL72M 7RDX,Gaming,17.3,8,windows 10,2.7,1191.8,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,441.40740740740733
hp,Probook 640,Notebook,14.0,8,windows 7,1.95,1195.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,612.8205128205128
hp,EliteBook 850,Notebook,15.6,8,windows 10,1.84,1228.99,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Premium,667.9293478260869
hp,EliteBook 820,Ultrabook,12.5,8,windows 10,1.26,1349.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Premium,1070.6349206349207
hp,ProBook 450,Notebook,15.6,4,windows 10,2.04,742.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,Mid-Range,363.7254901960784
toshiba,Tecra Z40-C-136,Ultrabook,14.0,8,windows 10,1.47,1725.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1173.4693877551022
dell,Latitude E5570,Notebook,15.6,8,windows 7,2.09,1062.95,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,Premium,508.5885167464115
hp,ProBook 440,Notebook,14.0,8,windows 10,1.64,1010.51,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,616.1646341463415
lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4,windows 10,1.8,847.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Mid-Range,470.55555555555554
vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,2,windows 10,1.45,210.8,Standard,1366,768,No,No,No,Intel,1.44,Atom X5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics 400,Budget,145.3793103448276
toshiba,Tecra A50-C-218,Notebook,15.6,16,windows 10,2.4,1425.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Nvidia,GeForce 930M,Premium,593.75
lenovo,Thinkpad L560,Notebook,15.6,8,windows 10,2.3,1049.6,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,456.3478260869565
hp,EliteBook 840,Notebook,14.0,4,windows 10,1.54,1000.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,Mid-Range,649.3506493506493
hp,EliteBook 850,Notebook,15.6,8,windows 10,1.84,2103.34,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,500,SSD,HDD,Intel,HD Graphics 520,Ultra-Premium,1143.1195652173913
hp,EliteBook 1040,Notebook,14.0,8,windows 7,1.43,1469.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,1027.2727272727273
msi,GT72S Dominator,Gaming,17.3,16,windows 10,3.78,1545.64,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 980M,Ultra-Premium,408.89947089947094
lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16,windows 10,4.6,2289.99,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 980M,Ultra-Premium,497.8239130434782
asus,Chromebook C202SA,Netbook,11.6,4,chrome os,1.2,287.9,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400,Budget,239.91666666666666
lenovo,ThinkPad X1,Notebook,14.0,16,windows 7,1.1,2620.0,Standard,2560,1440,No,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,2381.8181818181815
hp,Noteb Pav,Notebook,15.6,8,windows 10,1.91,979.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 940MX,Mid-Range,512.565445026178
dell,Inspiron 5578,2 in 1 Convertible,15.6,8,windows 10,2.3,1094.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,475.6521739130435
hp,ProBook 450,Notebook,15.6,4,windows 10,2.04,979.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,479.9019607843137
dell,XPS 13,Ultrabook,13.3,16,windows 10,1.2,2254.0,Quad HD+,3200,1800,Yes,No,No,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1878.3333333333335
hp,ProBook 650,Notebook,15.6,4,windows 10,2.31,705.15,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,Mid-Range,305.2597402597402
hp,250 G5,Notebook,15.6,4,no os,1.96,499.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,Budget,254.59183673469389
acer,Aspire ES1-523,Notebook,15.6,8,windows 10,2.4,449.0,Standard,1366,768,No,No,No,AMD,2.2,A8-Series 7410,1024,0,HDD,No,AMD,Radeon R5,Budget,187.08333333333334
dell,Inspiron 7378,2 in 1 Convertible,13.3,12,windows 10,1.6,1299.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,811.875
msi,GT62VR 6RD,Gaming,15.6,16,windows 10,2.94,1819.0,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,618.7074829931973
hp,ProBook 450,Notebook,15.6,8,windows 10,2.04,1070.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,524.5098039215686
asus,Rog G752VL-GC088D,Gaming,17.3,16,no os,4.0,998.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 965M,Mid-Range,249.5
dell,Inspiron 3567,Notebook,15.6,4,windows 10,2.25,559.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics,Mid-Range,248.44444444444446
dell,Inspiron 5567,Notebook,15.6,16,windows 10,2.32,989.99,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,2048,0,HDD,No,AMD,Radeon R7 M445,Mid-Range,426.7198275862069
msi,GS63VR 6RF,Gaming,15.6,16,windows 10,1.8,1929.0,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,1071.6666666666667
dell,XPS 13,Ultrabook,13.3,8,windows 10,1.29,1458.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,1130.2325581395348
asus,ROG G701VO,Gaming,17.3,64,windows 10,3.58,3975.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,1024,0,SSD,No,Nvidia,GeForce GTX 980 ,Ultra-Premium,1110.3351955307262
dell,Inspiron 5368,2 in 1 Convertible,13.3,8,windows 10,1.62,798.01,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Mid-Range,492.59876543209873
dell,Alienware 15,Gaming,15.6,16,windows 10,3.21,1329.0,4K Ultra HD,3840,2160,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 970M,Premium,414.01869158878503
apple,"MacBook 12""",Ultrabook,12.0,8,mac os x,0.92,1300.0,Standard,2304,1440,No,Yes,Yes,Intel,1.1,Core M,256,0,Flash Storage,No,Intel,HD Graphics 515,Premium,1413.0434782608695
dell,Latitude 3570,Notebook,15.6,4,windows 10,2.06,481.98,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,Budget,233.97087378640776
hp,ProBook 650,Notebook,15.6,4,windows 10,2.31,1199.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,Premium,519.047619047619
hp,EliteBook 820,Ultrabook,12.5,8,windows 7,1.26,1199.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,951.5873015873016
hp,ProBook 430,Notebook,13.3,8,windows 10,1.49,1090.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,731.5436241610738
lenovo,ThinkPad Yoga,Ultrabook,12.5,8,windows 10,1.3,1713.49,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1318.0692307692307
lenovo,IdeaPad 300-17ISK,Notebook,17.3,8,windows 10,3.0,659.0,Standard,1600,900,No,No,No,Intel,2.3,Core i5 6200U,1024,0,HDD,No,AMD,Radeon R5 M330,Mid-Range,219.66666666666666
lenovo,Ideapad 700-15ISK,Notebook,15.6,4,windows 10,2.3,977.0,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 950M,Mid-Range,424.7826086956522
msi,GT72VR Dominator,Gaming,17.3,16,windows 10,3.78,2499.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,661.1111111111112
lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,4,windows 10,2.1,540.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,Mid-Range,257.1428571428571
hp,Probook 650,Notebook,15.6,4,windows 7,2.31,940.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,Mid-Range,406.9264069264069
lenovo,Yoga 900S-12ISK,Ultrabook,12.5,8,windows 10,0.99,1399.0,Standard,2560,1440,Yes,Yes,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515,Premium,1413.1313131313132
lenovo,IdeaPad Y900-17ISK,Gaming,17.3,32,windows 10,4.6,3240.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,512,1024,SSD,Hybrid,Nvidia,GeForce GTX 980M,Ultra-Premium,704.3478260869566
lenovo,Yoga Book,2 in 1 Convertible,10.1,4,windows 10,0.69,646.27,Standard,1920,1200,Yes,Yes,No,Intel,1.44,Atom x5-Z8550,64,0,Flash Storage,No,Intel,HD Graphics 400,Mid-Range,936.6231884057971
